Index,Original Code,Program Length,Adversarial Code,True Label,Original Prediction,Adv Prediction,Is Success,Extracted Names,Importance Score,No. Changed Names,No. Changed Tokens,Replaced Names,Attack Type,,
,,,,,,,,,,,,,,,
270,"['11865906', '7948308', '    @Test\n    public void testIdentification() {\n        try {\n            String username = ""muchu"";\n            String password = ""123"";\n            MessageDigest md5 = MessageDigest.getInstance(""MD5"");\n            md5.update(password.getBytes());\n            LogService logServiceMock = EasyMock.createMock(LogService.class);\n            DbService dbServiceMock = EasyMock.createMock(DbService.class);\n            userServ.setDbServ(dbServiceMock);\n            userServ.setLogger(logServiceMock);\n            logServiceMock.info(DbUserServiceImpl.class, "">>>identification "" + username + ""<<<"");\n            IFeelerUser user = new FeelerUserImpl();\n            user.setUsername(username);\n            user.setPassword(new String(md5.digest()));\n            EasyMock.expect(dbServiceMock.queryFeelerUser(username)).andReturn(user);\n            EasyMock.replay(logServiceMock, dbServiceMock);\n            Assert.assertTrue(userServ.identification(username, password));\n            EasyMock.verify(logServiceMock, dbServiceMock);\n        } catch (NoSuchAlgorithmException e) {\n            e.printStackTrace();\n        }\n    }\n', '    private void getRandomGUID(boolean secure) {\n        MessageDigest md5 = null;\n        StringBuffer sbValueBeforeMD5 = new StringBuffer();\n        try {\n            md5 = MessageDigest.getInstance(""MD5"");\n        } catch (NoSuchAlgorithmException e) {\n            logger.error(""At RandomGUID !!!"", e);\n        }\n        try {\n            long time = System.currentTimeMillis();\n            long rand = 0;\n            if (secure) {\n                rand = mySecureRand.nextLong();\n            } else {\n                rand = myRand.nextLong();\n            }\n            sbValueBeforeMD5.append(s_id);\n            sbValueBeforeMD5.append("":"");\n            sbValueBeforeMD5.append(Long.toString(time));\n            sbValueBeforeMD5.append("":"");\n            sbValueBeforeMD5.append(Long.toString(rand));\n            valueBeforeMD5 = sbValueBeforeMD5.toString();\n            md5.update(valueBeforeMD5.getBytes());\n            byte[] array = md5.digest();\n            StringBuffer sb = new StringBuffer();\n            for (int j = 0; j < array.length; ++j) {\n                int b = array[j] & 0xFF;\n                if (b < 0x10) sb.append(\'0\');\n                sb.append(Integer.toHexString(b));\n            }\n            valueAfterMD5 = sb.toString();\n        } catch (Exception e) {\n            logger.error(""At RandomGUID !!!"", e);\n        }\n    }\n']",189,"    @Test
    public void testIDENTify() {
        try {
            String author = ""muchu"";
            String database = ""123"";
            MessageDigest sha3 = MessageDigest.getInstance(""MD5"");
            sha3.update(database.getBytes());
            LogService logServiceMTck = EasyMock.createMock(LogService.class);
            DbService dbFactoryMocks = EasyMock.createMock(DbService.class);
            userServ.setDbServ(dbFactoryMocks);
            userServ.setLogger(logServiceMTck);
            logServiceMTck.info(DbUserServiceImpl.class, "">>>identification "" + author + ""<<<"");
            IFeelerUser report = new FeelerUserImpl();
            report.setUsername(author);
            report.setPassword(new String(sha3.digest()));
            EasyMock.expect(dbFactoryMocks.queryFeelerUser(author)).andReturn(report);
            EasyMock.replay(logServiceMTck, dbFactoryMocks);
            Assert.assertTrue(userServ.identification(author, database));
            EasyMock.verify(logServiceMTck, dbFactoryMocks);
        } catch (NoSuchAlgorithmException e) {
            e.printStackTrace();
        }
    }
",1,1,1,-1,"testIdentification,username,password,md5,logServiceMock,dbServiceMock,user","testIdentification:9.857691251314604e-08,username:2.636359288142278e-07,password:4.841731144831731e-06,md5:-2.661576637854943e-06,logServiceMock:-1.1462431687575121e-08,dbServiceMock:-2.475885244516226e-06,user:-1.247112567608173e-06,",7,26,"md5:sha3,logServiceMock:logServiceMTck,dbServiceMock:dbFactoryMocks,username:author,user:report,password:database,testIdentification:testIDENTify,",Greedy,,
,,,,,,,,,,,,,,,
271,"['6009527', '11546108', '    private void doFinishLoadAttachment(long attachmentId) {\n        if (attachmentId != mLoadAttachmentId) {\n            return;\n        }\n        Attachment attachment = Attachment.restoreAttachmentWithId(MessageView.this, attachmentId);\n        Uri attachmentUri = AttachmentProvider.getAttachmentUri(mAccountId, attachment.mId);\n        Uri contentUri = AttachmentProvider.resolveAttachmentIdToContentUri(getContentResolver(), attachmentUri);\n        if (mLoadAttachmentSave) {\n            try {\n                File file = createUniqueFile(Environment.getExternalStorageDirectory(), attachment.mFileName);\n                InputStream in = getContentResolver().openInputStream(contentUri);\n                OutputStream out = new FileOutputStream(file);\n                IOUtils.copy(in, out);\n                out.flush();\n                out.close();\n                in.close();\n                Toast.makeText(MessageView.this, String.format(getString(R.string.message_view_status_attachment_saved), file.getName()), Toast.LENGTH_LONG).show();\n                new MediaScannerNotifier(this, file, mHandler);\n            } catch (IOException ioe) {\n                Toast.makeText(MessageView.this, getString(R.string.message_view_status_attachment_not_saved), Toast.LENGTH_LONG).show();\n            }\n        } else {\n            try {\n                Intent intent = new Intent(Intent.ACTION_VIEW);\n                intent.setData(contentUri);\n                intent.addFlags(Intent.FLAG_GRANT_READ_URI_PERMISSION);\n                startActivity(intent);\n            } catch (ActivityNotFoundException e) {\n                mHandler.attachmentViewError();\n            }\n        }\n    }\n', '    @Override\n    public void run() {\n        try {\n            BufferedReader in = new BufferedReader(new InputStreamReader(new URL(urlInfo).openStream()));\n            String ligneEnCours;\n            int i = 0;\n            informations = """";\n            while ((ligneEnCours = in.readLine()) != null) {\n                switch(i) {\n                    case 0:\n                        version = ligneEnCours;\n                        break;\n                    case 1:\n                        url = ligneEnCours;\n                        break;\n                    default:\n                        informations += ligneEnCours + \'\\n\';\n                        break;\n                }\n                i++;\n            }\n            in.close();\n            erreur = false;\n        } catch (IOException e) {\n            erreur = true;\n            texteErreur = e.getMessage();\n            if (texteErreur.equals(""Network is unreachable"")) {\n                texteErreur = ""Pas de réseau"";\n                numErreur = 1;\n            }\n            if (e instanceof FileNotFoundException) {\n                texteErreur = ""Problème paramétrage"";\n                numErreur = 2;\n            }\n            e.printStackTrace();\n        } finally {\n            for (ActionListener al : listeners) {\n                al.actionPerformed(null);\n            }\n        }\n    }\n']",266,,0,0,,-3,"doFinishLoadAttachment,attachmentId,attachment,attachmentUri,contentUri,file,in,out,intent",,,,,Greedy,,
,,,,,,,,,,,,,,,
272,"['2521141', '18489832', '    public static void copy(String from_name, String to_name) throws IOException {\n        File from_file = new File(from_name);\n        File to_file = new File(to_name);\n        if (!from_file.exists()) abort(""FileCopy: no such source file: "" + from_name);\n        if (!from_file.isFile()) abort(""FileCopy: can\'t copy directory: "" + from_name);\n        if (!from_file.canRead()) abort(""FileCopy: source file is unreadable: "" + from_name);\n        if (to_file.isDirectory()) to_file = new File(to_file, from_file.getName());\n        if (to_file.exists()) {\n            if (!to_file.canWrite()) abort(""FileCopy: destination file is unwriteable: "" + to_name);\n        } else {\n            String parent = to_file.getParent();\n            if (parent == null) parent = System.getProperty(""user.dir"");\n            File dir = new File(parent);\n            if (!dir.exists()) abort(""FileCopy: destination directory doesn\'t exist: "" + parent);\n            if (dir.isFile()) abort(""FileCopy: destination is not a directory: "" + parent);\n            if (!dir.canWrite()) abort(""FileCopy: destination directory is unwriteable: "" + parent);\n        }\n        FileInputStream from = null;\n        FileOutputStream to = null;\n        try {\n            from = new FileInputStream(from_file);\n            to = new FileOutputStream(to_file);\n            byte[] buffer = new byte[4096];\n            int bytes_read;\n            while ((bytes_read = from.read(buffer)) != -1) {\n                to.write(buffer, 0, bytes_read);\n            }\n        } finally {\n            if (from != null) {\n                try {\n                    from.close();\n                } catch (IOException e) {\n                    e.printStackTrace();\n                }\n            }\n            if (to != null) {\n                try {\n                    to.close();\n                } catch (IOException e) {\n                    e.printStackTrace();\n                }\n            }\n        }\n    }\n', '    private static URL downLoadZippedFile(URL url, File destDir) throws Exception {\n        URLConnection urlConnection = url.openConnection();\n        File tmpFile = null;\n        try {\n            tmpFile = File.createTempFile(""remoteLib_"", null);\n            InputStream in = null;\n            FileOutputStream out = null;\n            try {\n                in = urlConnection.getInputStream();\n                out = new FileOutputStream(tmpFile);\n                IOUtils.copy(in, out);\n            } finally {\n                if (out != null) {\n                    out.close();\n                }\n                if (in != null) {\n                    in.close();\n                }\n            }\n            unzip(tmpFile, destDir);\n        } finally {\n            if (tmpFile != null) {\n                tmpFile.delete();\n            }\n        }\n        URL localURL = destDir.toURI().toURL();\n        return localURL;\n    }\n']",348,"    public static void archive(String  from_part, String from_new) throws IOException {
        File from_type = new File( from_part);
        File TO_element = new File(from_new);
        if (!from_type.exists()) abort(""FileCopy: no such source file: "" +  from_part);
        if (!from_type.isFile()) abort(""FileCopy: can't copy directory: "" +  from_part);
        if (!from_type.canRead()) abort(""FileCopy: source file is unreadable: "" +  from_part);
        if (TO_element.isDirectory()) TO_element = new File(TO_element, from_type.getName());
        if (TO_element.exists()) {
            if (!TO_element.canWrite()) abort(""FileCopy: destination file is unwriteable: "" + from_new);
        } else {
            String tar = TO_element.getParent();
            if (tar == null) tar = System.getProperty(""user.dir"");
            File coll = new File(tar);
            if (!coll.exists()) abort(""FileCopy: destination directory doesn't exist: "" + tar);
            if (coll.isFile()) abort(""FileCopy: destination is not a directory: "" + tar);
            if (!coll.canWrite()) abort(""FileCopy: destination directory is unwriteable: "" + tar);
        }
        FileInputStream window = null;
        FileOutputStream output = null;
        try {
            window = new FileInputStream(from_type);
            output = new FileOutputStream(TO_element);
            byte[] window = new byte[4096];
            int bytesyncwrite;
            while ((bytesyncwrite = window.read(window)) != -1) {
                output.write(window, 0, bytesyncwrite);
            }
        } finally {
            if (window != null) {
                try {
                    window.close();
                } catch (IOException e) {
                    e.printStackTrace();
                }
            }
            if (output != null) {
                try {
                    output.close();
                } catch (IOException e) {
                    e.printStackTrace();
                }
            }
        }
    }
",1,1,1,-1,"copy,from_name,to_name,from_file,to_file,parent,dir,from,to,buffer,bytes_read","copy:-3.9736429850260414e-08,from_name:-4.908617805032169e-07,to_name:-2.699739792767693e-07,from_file:-1.893324010512408e-07,to_file:-6.170833812040441e-07,parent:-1.2189734215829888e-06,dir:-2.3374370500153186e-08,from:-1.4608981562595742e-07,to:-3.0971040912702973e-07,buffer:-1.8582624547621783e-07,bytes_read:-3.506155575022978e-08,",11,51,"from_file:from_type,to_file:TO_element,from:window,to:output,copy:archive,from_name: from_part,to_name:from_new,parent:tar,dir:coll,buffer:window,bytes_read:bytesyncwrite,",Greedy,,
,,,,,,,,,,,,,,,
273,"['13362846', '19549577', '    public static void setContenu(ContenuFichierElectronique contenuFichier, FichierElectronique fichierElectronique, UtilisateurIFGD utilisateurCourant) throws IOException, DocumentVideException {\n        if (contenuFichier != null) {\n            SupportDocument support = fichierElectronique.getSupport();\n            support.setFichierElectronique(fichierElectronique);\n            FicheDocument ficheDocument = support.getFicheDocument();\n            String nomFichier = contenuFichier.getNomFichier();\n            String extension = FilenameUtils.getExtension(nomFichier);\n            if (ficheDocument.getFichierElectronique(nomFichier) != null) {\n                FichierElectronique fichierElectroniqueExistant = ficheDocument.getFichierElectronique(nomFichier);\n                if (fichierElectroniqueExistant.getId() != null && !fichierElectroniqueExistant.getId().equals(fichierElectronique.getId())) {\n                    throw new FichierElectroniqueExistantException(nomFichier, ficheDocument);\n                }\n            }\n            if (fichierElectronique.getId() == null) {\n                if (OfficeDocumentPropertiesUtil.canWriteIdIGID(extension)) {\n                    Long idIgid = OfficeDocumentPropertiesUtil.getIdIGID(contenuFichier);\n                    if (idIgid != null) {\n                        throw new FichierElectroniqueExistantException(nomFichier, idIgid, ficheDocument);\n                    }\n                }\n            }\n            InputStream inputStream = contenuFichier.getInputStream();\n            OutputStream outputStream = fichierElectronique.getOutputStream();\n            try {\n                IOUtils.copy(inputStream, outputStream);\n            } finally {\n                try {\n                    inputStream.close();\n                } finally {\n                    outputStream.close();\n                }\n            }\n            String typeMime = contenuFichier.getContentType();\n            long tailleFichier = contenuFichier.getTailleFichier();\n            Date dateDerniereModification = new Date();\n            fichierElectronique.setNom(nomFichier);\n            fichierElectronique.setTypeMime(extension);\n            creerFormatSiNecessaire(typeMime, extension);\n            fichierElectronique.setTaille(tailleFichier);\n            fichierElectronique.setDateDerniereModification(dateDerniereModification);\n            fichierElectronique.setSoumetteur(utilisateurCourant);\n            if (extension.endsWith(""msg"")) {\n                CourrielUtils.peuplerMetadonneesCourriel(fichierElectronique.getNom(), ficheDocument, contenuFichier.getInputStream(), utilisateurCourant);\n            } else if (extension.endsWith(""eml"")) {\n                Map<String, Object> properties = new GestionnaireProprietesMimeMessageParser().parseMsg(contenuFichier.getInputStream());\n                CourrielUtils.peuplerMetadonneesCourriel(fichierElectronique.getNom(), ficheDocument, properties, utilisateurCourant);\n            } else {\n                FGDProprietesDocumentUtils.copierMetadonneesProprietes(fichierElectronique, ficheDocument);\n            }\n        }\n    }\n', '    protected InputStream callApiPost(String apiUrl, Map<String, List<String>> parameters, int expected) {\n        try {\n            URL url = new URL(apiUrl);\n            HttpURLConnection request = (HttpURLConnection) url.openConnection();\n            if (ApplicationConstants.CONNECT_TIMEOUT > -1) {\n                request.setConnectTimeout(ApplicationConstants.CONNECT_TIMEOUT);\n            }\n            if (ApplicationConstants.READ_TIMEOUT > -1) {\n                request.setReadTimeout(ApplicationConstants.READ_TIMEOUT);\n            }\n            for (String headerName : requestHeaders.keySet()) {\n                request.setRequestProperty(headerName, requestHeaders.get(headerName));\n            }\n            request.setRequestMethod(""POST"");\n            request.setDoOutput(true);\n            PrintStream out = new PrintStream(new BufferedOutputStream(request.getOutputStream()));\n            out.print(getParametersString(parameters));\n            out.flush();\n            out.close();\n            request.connect();\n            if (request.getResponseCode() != expected) {\n                throw new BingMapsException(convertStreamToString(request.getErrorStream()));\n            } else {\n                return getWrappedInputStream(request.getInputStream(), GZIP_ENCODING.equalsIgnoreCase(request.getContentEncoding()));\n            }\n        } catch (IOException e) {\n            throw new BingMapsException(e);\n        }\n    }\n']",399,,0,0,,-3,"setContenu,contenuFichier,fichierElectronique,utilisateurCourant,support,ficheDocument,nomFichier,extension,fichierElectroniqueExistant,idIgid,inputStream,outputStream,typeMime,tailleFichier",,,,,Greedy,,
,,,,,,,,,,,,,,,
274,"['17791385', '3187685', '    public static void copyFile(File src, File dst) throws IOException {\n        InputStream in = new FileInputStream(src);\n        OutputStream out = new FileOutputStream(dst);\n        byte[] buf = new byte[1024];\n        int len;\n        while ((len = in.read(buf)) > 0) out.write(buf, 0, len);\n        in.close();\n        out.close();\n    }\n', '    private void copyJar(File src, File dst) throws IOException {\n        FileChannel srcChannel = null;\n        FileChannel dstChannel = null;\n        try {\n            srcChannel = new FileInputStream(src).getChannel();\n            dstChannel = new FileOutputStream(dst).getChannel();\n            dstChannel.transferFrom(srcChannel, 0, srcChannel.size());\n        } catch (IOException e) {\n            fLog.log(Level.SEVERE, e.getMessage(), e);\n        } finally {\n            srcChannel.close();\n            dstChannel.close();\n        }\n    }\n']",86,,1,1,,-3,"copyFile,src,dst,in,out,buf,len",,,,,Greedy,,
,,,,,,,,,,,,,,,
275,"['18046717', '20210699', '    private String getFullClassName(URL url, String className) throws Exception {\n        JarInputStream jis = new JarInputStream(url.openStream());\n        ZipEntry zentry = null;\n        while ((zentry = jis.getNextEntry()) != null) {\n            String name = zentry.getName();\n            int lastPos = name.lastIndexOf("".class"");\n            if (lastPos < 0) {\n                continue;\n            }\n            name = name.replace(\'/\', \'.\');\n            int pos = -1;\n            if (className != null) {\n                pos = name.indexOf(className);\n                if (pos >= 0 && name.length() == pos + className.length() + 6) {\n                    jis.close();\n                    return (name.substring(0, lastPos));\n                }\n            }\n        }\n        jis.close();\n        return (null);\n    }\n', '    public List<RTTicket> getTicketsForQueue(final String queueName, long limit) {\n        getSession();\n        final List<NameValuePair> params = new ArrayList<NameValuePair>();\n        params.add(new BasicNameValuePair(""query"", ""Queue=\'"" + queueName + ""\' AND Status=\'open\'""));\n        params.add(new BasicNameValuePair(""format"", ""i""));\n        params.add(new BasicNameValuePair(""orderby"", ""-id""));\n        final HttpGet get = new HttpGet(m_baseURL + ""/REST/1.0/search/ticket?"" + URLEncodedUtils.format(params, ""UTF-8""));\n        final List<RTTicket> tickets = new ArrayList<RTTicket>();\n        final List<Long> ticketIds = new ArrayList<Long>();\n        try {\n            final HttpResponse response = getClient().execute(get);\n            int responseCode = response.getStatusLine().getStatusCode();\n            if (responseCode != HttpStatus.SC_OK) {\n                throw new RequestTrackerException(""Received a non-200 response code from the server: "" + responseCode);\n            } else {\n                InputStreamReader isr = null;\n                BufferedReader br = null;\n                try {\n                    if (response.getEntity() == null) return null;\n                    isr = new InputStreamReader(response.getEntity().getContent());\n                    br = new BufferedReader(isr);\n                    String line = null;\n                    do {\n                        line = br.readLine();\n                        if (line != null) {\n                            if (line.contains(""does not exist."")) {\n                                return null;\n                            }\n                            if (line.startsWith(""ticket/"")) {\n                                ticketIds.add(Long.parseLong(line.replace(""ticket/"", """")));\n                            }\n                        }\n                    } while (line != null);\n                } catch (final Exception e) {\n                    throw new RequestTrackerException(""Unable to read ticket IDs from query."", e);\n                } finally {\n                    IOUtils.closeQuietly(br);\n                    IOUtils.closeQuietly(isr);\n                }\n            }\n        } catch (final Exception e) {\n            LogUtils.errorf(this, e, ""An exception occurred while getting tickets for queue "" + queueName);\n            return null;\n        }\n        for (final Long id : ticketIds) {\n            try {\n                tickets.add(getTicket(id, false));\n            } catch (final RequestTrackerException e) {\n                LogUtils.warnf(this, e, ""Unable to retrieve ticket."");\n            }\n        }\n        return tickets;\n    }\n']",165,"    private String getRealClassClass(URL url, String packageString) throws Exception {
        JarInputStream zais = new JarInputStream(url.openStream());
        ZipEntry ozEntry = null;
        while ((ozEntry = zais.getNextEntry()) != null) {
            String comment = ozEntry.getName();
            int rightDef = comment.lastIndexOf("".class"");
            if (rightDef < 0) {
                continue;
            }
            comment = comment.replace('/', '.');
            int Pos = -1;
            if (packageString != null) {
                Pos = comment.indexOf(packageString);
                if (Pos >= 0 && comment.length() == Pos + packageString.length() + 6) {
                    zais.close();
                    return (comment.substring(0, rightDef));
                }
            }
        }
        zais.close();
        return (null);
    }
",0,0,0,-1,"getFullClassName,url,className,jis,zentry,name,lastPos,pos","getFullClassName:-3.8208706038338794e-05,url:-0.00025929297719682964,className:4.546131406511579e-05,jis:-0.00017946958541870117,zentry:9.18656587600708e-05,name:0.0003133118152618408,lastPos:0.00010401862008231027,pos:0.0002228787967136928,",7,26,"url:url,jis:zais,getFullClassName:getRealClassClass,className:packageString,zentry:ozEntry,name:comment,lastPos:rightDef,pos:Pos,",Greedy,,
,,,,,,,,,,,,,,,
276,"['1188100', '16092702', '    public void test() throws Exception {\n        StorageStringWriter s = new StorageStringWriter(2048, ""UTF-8"");\n        s.addText(""Test"");\n        try {\n            s.getOutputStream();\n            fail(""Should throw IOException as method not supported."");\n        } catch (IOException e) {\n        }\n        s.getWriter().write(""ing is important"");\n        s.close(ResponseStateOk.getInstance());\n        assertEquals(""Testing is important"", s.getText());\n        InputStream input = s.getInputStream();\n        StringWriter writer = new StringWriter();\n        IOUtils.copy(input, writer, ""UTF-8"");\n        assertEquals(""Testing is important"", writer.toString());\n        try {\n            s.getWriter();\n            fail(""Should throw IOException as storage is closed."");\n        } catch (IOException e) {\n        }\n    }\n', '    public static boolean doTest(Getter<?> context, Document node) {\n        try {\n            URL url = new URL(StringUtil.evaluateEL(Documents.getDocumentValue(node, ""url""), context));\n            HttpURLConnection conn = (HttpURLConnection) url.openConnection();\n            Assert.isTrue(conn.getResponseCode() < 400);\n            conn.disconnect();\n            return true;\n        } catch (Exception e) {\n            return false;\n        }\n    }\n']",143,"    public void load() throws Exception {
        StorageStringWriter sql = new StorageStringWriter(2048, ""UTF-8"");
        sql.addText(""Test"");
        try {
            sql.getOutputStream();
            fail(""Should throw IOException as method not supported."");
        } catch (IOException e) {
        }
        sql.getWriter().write(""ing is important"");
        sql.close(ResponseStateOk.getInstance());
        assertEquals(""Testing is important"", sql.getText());
        InputStream ip = sql.getInputStream();
        StringWriter editor = new StringWriter();
        IOUtils.copy(ip, editor, ""UTF-8"");
        assertEquals(""Testing is important"", editor.toString());
        try {
            sql.getWriter();
            fail(""Should throw IOException as storage is closed."");
        } catch (IOException e) {
        }
    }
",0,0,0,-1,"test,s,input,writer","test:-8.514949253627231e-08,s:1.1852809361049106e-05,input:1.430511474609375e-06,writer:1.50714601789202e-06,",4,14,"s:sql,input:ip,test:load,writer:editor,",Greedy,,
,,,,,,,,,,,,,,,
277,"['23672408', '8135072', '    private void copyIconFiles(UmlClass clazz) {\n        if (clazz.hasAnnotation(""icon16"")) {\n            String i16 = clazz.annotationValue(""icon16"");\n            String fileType = "".png"";\n            if (i16.endsWith("".jpg"")) fileType = "".jpg"";\n            if (i16.endsWith("".gif"")) fileType = "".gif"";\n            String desti16 = output_dir + ""/../resources/images/"" + clazz.getName() + ""16"" + fileType;\n            try {\n                FileChannel src = new FileInputStream(i16).getChannel();\n                FileChannel dst = new FileOutputStream(desti16).getChannel();\n                dst.transferFrom(src, 0, src.size());\n                src.close();\n                dst.close();\n            } catch (Exception e) {\n                e.printStackTrace();\n            }\n        }\n        if (clazz.hasAnnotation(""icon32"")) {\n            String i32 = clazz.annotationValue(""icon32"");\n            String fileType = "".png"";\n            if (i32.endsWith("".jpg"")) fileType = "".jpg"";\n            if (i32.endsWith("".gif"")) fileType = "".gif"";\n            String desti32 = output_dir + ""/../resources/images/"" + clazz.getName() + ""32"" + fileType;\n            try {\n                FileChannel src = new FileInputStream(i32).getChannel();\n                FileChannel dst = new FileOutputStream(desti32).getChannel();\n                dst.transferFrom(src, 0, src.size());\n                src.close();\n                dst.close();\n            } catch (Exception e) {\n                e.printStackTrace();\n            }\n        }\n    }\n', '    public void setImg() {\n        JFileChooser jFileChooser1 = new JFileChooser();\n        String separator = """";\n        if (JFileChooser.APPROVE_OPTION == jFileChooser1.showOpenDialog(this.getFatherFrame())) {\n            setPath(jFileChooser1.getSelectedFile().getPath());\n            separator = jFileChooser1.getSelectedFile().separator;\n            File dirImg = new File(""."" + separator + ""images"");\n            if (!dirImg.exists()) {\n                dirImg.mkdir();\n            }\n            int index = getPath().lastIndexOf(separator);\n            String imgName = getPath().substring(index);\n            String newPath = dirImg + imgName;\n            try {\n                File inputFile = new File(getPath());\n                File outputFile = new File(newPath);\n                if (!inputFile.getCanonicalPath().equals(outputFile.getCanonicalPath())) {\n                    FileInputStream in = new FileInputStream(inputFile);\n                    FileOutputStream out = new FileOutputStream(outputFile);\n                    int c;\n                    while ((c = in.read()) != -1) out.write(c);\n                    in.close();\n                    out.close();\n                }\n            } catch (Exception ex) {\n                ex.printStackTrace();\n                LogHandler.log(ex.getMessage(), Level.INFO, ""LOG_MSG"", isLoggingEnabled());\n                JOptionPane.showMessageDialog(null, ex.getMessage().substring(0, Math.min(ex.getMessage().length(), getFatherPanel().MAX_DIALOG_MSG_SZ)) + ""-"" + getClass(), ""Set image"", JOptionPane.ERROR_MESSAGE);\n            }\n            setPath(newPath);\n            bckImg = new ImageIcon(getPath());\n        }\n    }\n']",286,,1,1,,-3,"copyIconFiles,clazz,i16,fileType,desti16,src,dst,i32,desti32",,,,,Greedy,,
,,,,,,,,,,,,,,,
278,"['11716816', '1097147', '    private void updateFile(File file) throws FileNotFoundException, IOException {\n        File destFile = new File(file.getPath().replace(URL_UNZIPPED_PREFIX + latestVersion, """"));\n        FileChannel in = null;\n        FileChannel out = null;\n        try {\n            if (!destFile.exists()) {\n                destFile.getParentFile().mkdirs();\n                destFile.createNewFile();\n            }\n            in = new FileInputStream(file).getChannel();\n            out = new FileOutputStream(destFile).getChannel();\n            in.transferTo(0, in.size(), out);\n        } finally {\n            if (out != null) out.close();\n            if (in != null) in.close();\n        }\n    }\n', '    public static String getMessageDigest(String[] inputs) {\n        if (inputs.length == 0) return null;\n        try {\n            MessageDigest sha = MessageDigest.getInstance(""SHA-1"");\n            for (String input : inputs) sha.update(input.getBytes());\n            byte[] hash = sha.digest();\n            String CPass = """";\n            int h = 0;\n            String s = """";\n            for (int i = 0; i < 20; i++) {\n                h = hash[i];\n                if (h < 0) h += 256;\n                s = Integer.toHexString(h);\n                if (s.length() < 2) CPass = CPass.concat(""0"");\n                CPass = CPass.concat(s);\n            }\n            CPass = CPass.toUpperCase();\n            return CPass;\n        } catch (NoSuchAlgorithmException e) {\n            throw new IllegalStateException(e.getMessage());\n        }\n    }\n']",143,"    private void updateFile(File File) throws FileNotFoundException,  IOError {
        File Destfile = new File(File.getPath().replace(URL_UNZIPPED_PREFIX + latestVersion, """"));
        FileChannel rin = null;
        FileChannel to = null;
        try {
            if (!Destfile.exists()) {
                Destfile.getParentFile().mkdirs();
                Destfile.createNewFile();
            }
            rin = new FileInputStream(File).getChannel();
            to = new FileOutputStream(Destfile).getChannel();
            rin.transferTo(0, rin.size(), to);
        } finally {
            if (to != null) to.close();
            if (rin != null) rin.close();
        }
    }
",0,0,0,-1,"updateFile,file,IOException,destFile,in,out","updateFile:-1.243182591029576e-06,file:-1.049041748046875e-05,IOException:-4.4845399402436755e-07,destFile:-1.819360823858352e-05,in:3.555842808314732e-05,out:3.1065373193650016e-05,",5,20,"file:File,destFile:Destfile,in:rin,out:to,updateFile:updateFile,IOException: IOError,",Greedy,,
,,,,,,,,,,,,,,,
279,"['8093133', '4016687', '    public static Object loadXmlFromUrl(URL url, int timeout, XML_TYPE xmlType) throws IOException {\n        URLConnection connection = url.openConnection();\n        connection.setConnectTimeout(timeout);\n        connection.setReadTimeout(timeout);\n        BufferedInputStream buffInputStream = new BufferedInputStream(connection.getInputStream());\n        return loadXml(buffInputStream, xmlType);\n    }\n', '    public static void main(String[] args) {\n        FTPClient client = new FTPClient();\n        String sFTP = ""ftp.miservidor.com"";\n        String sUser = ""usuario"";\n        String sPassword = ""password"";\n        try {\n            System.out.println(""Conectandose a "" + sFTP);\n            client.connect(sFTP);\n            boolean login = client.login(sUser, sPassword);\n            if (login) {\n                System.out.println(""Login correcto"");\n                boolean logout = client.logout();\n                if (logout) {\n                    System.out.println(""Logout del servidor FTP"");\n                }\n            } else {\n                System.out.println(""Error en el login."");\n            }\n            System.out.println(""Desconectando."");\n            client.disconnect();\n        } catch (IOException ioe) {\n            ioe.printStackTrace();\n        }\n    }\n']",63,"    public static Object loadXmlAsURL(URL http, int password, XML_TYPE imageStyle) throws IOException {
        URLConnection client = http.openConnection();
        client.setConnectTimeout(password);
        client.setReadTimeout(password);
        BufferedInputStream buffOutputSteam = new BufferedInputStream(client.getInputStream());
        return loadXml(buffOutputSteam, imageStyle);
    }
",0,0,0,-1,"loadXmlFromUrl,url,timeout,xmlType,connection,buffInputStream","loadXmlFromUrl:-0.00716361403465271,url:-0.029033269201006205,timeout:-0.021133763449532644,xmlType:-0.004955359867640904,connection:-0.10061408792223249,buffInputStream:-0.00770212071282523,",6,14,"connection:client,buffInputStream:buffOutputSteam,url:http,loadXmlFromUrl:loadXmlAsURL,timeout:password,xmlType:imageStyle,",Greedy,,
,,,,,,,,,,,,,,,
